STATE,EVENT_TYPE_CLEANED,YEAR,EVENT_TYPE_CLEANED,INJURIES_DIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY
MASSACHUSETTS,Extreme Temperature,2000,6,0,0,0,2527500.0
MASSACHUSETTS,Extreme Temperature,2001,8,0,0,0,300000.0
MASSACHUSETTS,Extreme Temperature,2002,3,0,0,0,2500.0
MASSACHUSETTS,Extreme Temperature,2003,4,0,0,0,0.0
MASSACHUSETTS,Extreme Temperature,2004,2,0,0,0,2500000.0
MASSACHUSETTS,Extreme Temperature,2005,2,0,0,0,0.0
MASSACHUSETTS,Extreme Temperature,2007,2,0,1,0,0.0
MASSACHUSETTS,Extreme Temperature,2008,1,0,0,0,0.0
MASSACHUSETTS,Extreme Temperature,2009,5,0,0,0,0.0
MASSACHUSETTS,Extreme Temperature,2010,26,0,0,0,580250.0
MASSACHUSETTS,Extreme Temperature,2011,12,0,0,0,25000.0
MASSACHUSETTS,Extreme Temperature,2013,3,0,1,0,0.0
MASSACHUSETTS,Extreme Temperature,2015,19,0,0,0,5552750.0
MASSACHUSETTS,Extreme Temperature,2016,18,0,0,0,2527590.0
MASSACHUSETTS,Extreme Temperature,2017,2,0,0,0,2500.0
MASSACHUSETTS,Extreme Temperature,2018,21,0,0,0,325000.0
MASSACHUSETTS,Extreme Temperature,2019,10,0,0,0,250030.0
MASSACHUSETTS,Extreme Temperature,2020,4,0,0,0,0.0
MASSACHUSETTS,Extreme Temperature,2021,8,0,0,0,2500.0
MASSACHUSETTS,Extreme Temperature,2022,2,0,0,0,2500.0
MASSACHUSETTS,Flood,1996,70,0,0,0,6886090.0
MASSACHUSETTS,Flood,1997,5,0,0,0,0.0
MASSACHUSETTS,Flood,1998,70,0,0,0,902530.0
MASSACHUSETTS,Flood,1999,8,0,0,0,275000.0
MASSACHUSETTS,Flood,2000,27,0,0,0,5830000.0
MASSACHUSETTS,Flood,2001,30,0,0,0,280530.0
MASSACHUSETTS,Flood,2002,1,0,0,0,0.0
MASSACHUSETTS,Flood,2003,23,0,0,0,525000.0
MASSACHUSETTS,Flood,2004,20,0,0,0,2630000.0
MASSACHUSETTS,Flood,2005,71,0,0,0,6010250.0
MASSACHUSETTS,Flood,2006,46,0,1,0,10582750.0
MASSACHUSETTS,Flood,2007,45,1,0,0,50307530.0
MASSACHUSETTS,Flood,2008,67,0,0,0,3450000.0
MASSACHUSETTS,Flood,2009,32,0,0,0,110000.0
MASSACHUSETTS,Flood,2010,61,3,0,1,2870000.0
MASSACHUSETTS,Flood,2011,58,0,0,0,27830280.0
MASSACHUSETTS,Flood,2012,77,1,0,0,3858060.0
MASSACHUSETTS,Flood,2013,76,0,0,0,8960030.0
MASSACHUSETTS,Flood,2014,109,0,0,0,1760120.0
MASSACHUSETTS,Flood,2015,63,1,0,0,3907750.0
MASSACHUSETTS,Flood,2016,50,0,0,0,630250.0
MASSACHUSETTS,Flood,2017,125,0,0,0,4785500.0
MASSACHUSETTS,Flood,2018,198,0,0,0,29722810.0
MASSACHUSETTS,Flood,2019,75,0,0,0,1682500.0
MASSACHUSETTS,Flood,2020,91,0,0,0,3786000.0
MASSACHUSETTS,Flood,2021,90,0,0,0,3685000.0
MASSACHUSETTS,Flood,2022,14,0,0,0,30.0
MASSACHUSETTS,Hurricane,1996,1,0,0,0,0.0
MASSACHUSETTS,Hurricane,1997,3,0,0,0,25000.0
MASSACHUSETTS,Hurricane,1999,1,0,0,0,0.0
MASSACHUSETTS,Hurricane,2000,1,0,0,0,0.0
MASSACHUSETTS,Landslide,2010,1,0,0,0,0.0
MASSACHUSETTS,Landslide,2014,1,0,0,0,25000.0
MASSACHUSETTS,Landslide,2020,1,0,0,0,0.0
MASSACHUSETTS,Marine Storm,2002,5,0,0,0,25000.0
MASSACHUSETTS,Marine Storm,2003,11,1,1,0,275030.0
MASSACHUSETTS,Marine Storm,2005,17,0,0,0,2500.0
MASSACHUSETTS,Marine Storm,2006,5,0,0,0,27500.0
MASSACHUSETTS,Marine Storm,2008,2,0,0,0,0.0
MASSACHUSETTS,Marine Storm,2009,1,0,0,0,0.0
MASSACHUSETTS,Marine Storm,2010,2,0,0,0,0.0
MASSACHUSETTS,Marine Storm,2011,29,0,1,0,25052500.0
MASSACHUSETTS,Marine Storm,2014,1,0,0,0,0.0
MASSACHUSETTS,Marine Storm,2016,1,0,0,0,0.0
MASSACHUSETTS,Marine Storm,2017,15,1,1,0,350000.0
MASSACHUSETTS,Marine Storm,2018,1,1,1,0,0.0
MASSACHUSETTS,Marine Storm,2019,10,0,0,0,275000.0
MASSACHUSETTS,Marine Storm,2020,20,3,0,0,50030.0
MASSACHUSETTS,Marine Storm,2021,13,0,0,0,627750.0
MASSACHUSETTS,Thunderstorm,1955,4,0,0,0,255000.0
MASSACHUSETTS,Thunderstorm,1956,14,0,0,0,4052780.0
MASSACHUSETTS,Thunderstorm,1957,17,0,0,0,3852500.0
MASSACHUSETTS,Thunderstorm,1958,12,0,0,0,450000.0
MASSACHUSETTS,Thunderstorm,1959,10,0,0,0,3305000.0
MASSACHUSETTS,Thunderstorm,1960,8,0,0,0,600280.0
MASSACHUSETTS,Thunderstorm,1961,10,0,0,0,5275310.0
MASSACHUSETTS,Thunderstorm,1962,10,0,0,0,10005530.0
MASSACHUSETTS,Thunderstorm,1963,9,0,0,0,62530.0
MASSACHUSETTS,Thunderstorm,1964,10,0,0,0,405250.0
MASSACHUSETTS,Thunderstorm,1965,13,0,0,0,1332750.0
MASSACHUSETTS,Thunderstorm,1966,19,0,0,0,2847780.0
MASSACHUSETTS,Thunderstorm,1967,2,0,0,0,2500.0
MASSACHUSETTS,Thunderstorm,1968,14,0,0,0,5880250.0
MASSACHUSETTS,Thunderstorm,1969,14,0,0,0,7528310.0
MASSACHUSETTS,Thunderstorm,1970,14,0,0,0,1102590.0
MASSACHUSETTS,Thunderstorm,1971,16,0,0,0,6577500.0
MASSACHUSETTS,Thunderstorm,1972,11,0,0,0,2835250.0
MASSACHUSETTS,Thunderstorm,1973,40,0,0,0,4216000.0
MASSACHUSETTS,Thunderstorm,1974,14,0,0,0,602500.0
MASSACHUSETTS,Thunderstorm,1975,1,0,0,0,25000.0
MASSACHUSETTS,Thunderstorm,1976,20,0,0,0,7630250.0
MASSACHUSETTS,Thunderstorm,1977,4,0,0,0,280.0
MASSACHUSETTS,Thunderstorm,1978,1,0,0,0,250.0
MASSACHUSETTS,Thunderstorm,1979,12,0,0,0,430000.0
MASSACHUSETTS,Thunderstorm,1980,6,0,0,0,105000.0
MASSACHUSETTS,Thunderstorm,1981,18,0,0,0,3710030.0
MASSACHUSETTS,Thunderstorm,1982,7,0,0,0,7825000.0
MASSACHUSETTS,Thunderstorm,1983,35,0,0,0,2810280.0
MASSACHUSETTS,Thunderstorm,1984,14,0,0,0,52530.0
MASSACHUSETTS,Thunderstorm,1985,28,0,0,0,592780.0
MASSACHUSETTS,Thunderstorm,1986,15,2,0,0,27530.0
MASSACHUSETTS,Thunderstorm,1987,7,0,0,0,52500.0
MASSACHUSETTS,Thunderstorm,1988,59,2,0,0,10071840.0
MASSACHUSETTS,Thunderstorm,1989,62,4,2,0,1293750.0
MASSACHUSETTS,Thunderstorm,1990,9,0,0,0,32750.0
MASSACHUSETTS,Thunderstorm,1991,52,0,0,0,1860090.0
MASSACHUSETTS,Thunderstorm,1992,45,0,0,0,1265250.0
MASSACHUSETTS,Thunderstorm,1993,21,0,0,0,3287750.0
MASSACHUSETTS,Thunderstorm,1994,75,1,0,0,4077370.0
MASSACHUSETTS,Thunderstorm,1995,97,3,1,0,4343620.0
MASSACHUSETTS,Thunderstorm,1996,255,8,2,0,34026280.0
MASSACHUSETTS,Thunderstorm,1997,425,7,1,0,11244680.0
MASSACHUSETTS,Thunderstorm,1998,525,7,2,0,30030710.0
MASSACHUSETTS,Thunderstorm,1999,334,2,1,0,13208810.0
MASSACHUSETTS,Thunderstorm,2000,303,4,1,0,35912900.0
MASSACHUSETTS,Thunderstorm,2001,194,2,1,0,30400840.0
MASSACHUSETTS,Thunderstorm,2002,150,2,0,0,5440870.0
MASSACHUSETTS,Thunderstorm,2003,101,3,0,0,5762530.0
MASSACHUSETTS,Thunderstorm,2004,138,7,1,0,254793060.0
MASSACHUSETTS,Thunderstorm,2005,274,5,0,0,20523000.0
MASSACHUSETTS,Thunderstorm,2006,322,6,4,0,287000310.0
MASSACHUSETTS,Thunderstorm,2007,262,4,0,0,35584770.0
MASSACHUSETTS,Thunderstorm,2008,540,17,2,0,26535210.0
MASSACHUSETTS,Thunderstorm,2009,183,7,1,0,39340810.0
MASSACHUSETTS,Thunderstorm,2010,352,11,2,0,7257060.0
MASSACHUSETTS,Thunderstorm,2011,278,6,0,1,44591060.0
MASSACHUSETTS,Thunderstorm,2012,243,4,0,0,33461210.0
MASSACHUSETTS,Thunderstorm,2013,226,3,0,0,3768430.0
MASSACHUSETTS,Thunderstorm,2014,308,2,1,1,13891840.0
MASSACHUSETTS,Thunderstorm,2015,332,0,0,0,24217370.0
MASSACHUSETTS,Thunderstorm,2016,542,4,1,0,18452140.0
MASSACHUSETTS,Thunderstorm,2017,422,1,1,0,272643090.0
MASSACHUSETTS,Thunderstorm,2018,318,3,1,0,6168400.0
MASSACHUSETTS,Thunderstorm,2019,668,1,0,0,28862770.0
MASSACHUSETTS,Thunderstorm,2020,665,7,1,0,39956900.0
MASSACHUSETTS,Thunderstorm,2021,408,2,1,0,46650840.0
MASSACHUSETTS,Thunderstorm,2022,162,0,1,0,15582590.0
MASSACHUSETTS,Tornado,1951,2,0,0,0,50000.0
MASSACHUSETTS,Tornado,1953,4,4,1,0,302500.0
MASSACHUSETTS,Tornado,1954,2,0,0,0,2750.0
MASSACHUSETTS,Tornado,1955,4,0,0,0,250000.0
MASSACHUSETTS,Tornado,1956,10,1,0,0,335060.0
MASSACHUSETTS,Tornado,1957,7,0,0,0,2755000.0
MASSACHUSETTS,Tornado,1958,12,2,1,0,252533250.0
MASSACHUSETTS,Tornado,1960,1,0,0,0,0.0
MASSACHUSETTS,Tornado,1961,3,0,0,0,252500.0
MASSACHUSETTS,Tornado,1962,2,1,0,0,2525000.0
MASSACHUSETTS,Tornado,1963,8,0,0,0,307750.0
MASSACHUSETTS,Tornado,1964,5,0,0,0,27575000.0
MASSACHUSETTS,Tornado,1965,4,0,0,0,27750.0
MASSACHUSETTS,Tornado,1966,5,1,0,0,28250.0
MASSACHUSETTS,Tornado,1967,1,0,0,0,0.0
MASSACHUSETTS,Tornado,1968,6,2,0,0,55250.0
MASSACHUSETTS,Tornado,1969,1,0,0,0,2500000.0
MASSACHUSETTS,Tornado,1970,8,0,1,0,575000.0
MASSACHUSETTS,Tornado,1971,6,2,0,0,5055000.0
MASSACHUSETTS,Tornado,1972,10,3,1,0,580250.0
MASSACHUSETTS,Tornado,1973,3,1,1,0,0.0
MASSACHUSETTS,Tornado,1974,1,1,0,0,30.0
MASSACHUSETTS,Tornado,1975,2,0,0,0,25250.0
MASSACHUSETTS,Tornado,1976,1,0,0,0,2500.0
MASSACHUSETTS,Tornado,1977,2,1,0,0,250.0
MASSACHUSETTS,Tornado,1978,1,0,0,0,250.0
MASSACHUSETTS,Tornado,1979,2,2,1,0,275000.0
MASSACHUSETTS,Tornado,1981,1,1,0,0,250000.0
MASSACHUSETTS,Tornado,1983,2,0,0,0,0.0
MASSACHUSETTS,Tornado,1984,3,0,0,0,250000.0
MASSACHUSETTS,Tornado,1985,1,0,0,0,0.0
MASSACHUSETTS,Tornado,1986,3,0,0,0,0.0
MASSACHUSETTS,Tornado,1989,7,1,0,0,57500.0
MASSACHUSETTS,Tornado,1990,3,0,0,0,25250.0
MASSACHUSETTS,Tornado,1991,1,0,0,0,0.0
MASSACHUSETTS,Tornado,1992,2,1,0,0,250000.0
MASSACHUSETTS,Tornado,1995,1,1,1,0,2500.0
MASSACHUSETTS,Tornado,1997,8,0,0,0,277750.0
MASSACHUSETTS,Tornado,2000,1,0,0,0,2500.0
MASSACHUSETTS,Tornado,2001,2,0,0,0,2500.0
MASSACHUSETTS,Tornado,2002,1,0,0,0,0.0
MASSACHUSETTS,Tornado,2004,2,0,0,0,27500.0
MASSACHUSETTS,Tornado,2005,1,0,0,0,0.0
MASSACHUSETTS,Tornado,2006,1,0,0,0,0.0
MASSACHUSETTS,Tornado,2007,1,0,0,0,0.0
MASSACHUSETTS,Tornado,2008,1,0,0,0,0.0
MASSACHUSETTS,Tornado,2011,5,1,1,0,25000.0
MASSACHUSETTS,Tornado,2012,1,0,0,0,0.0
MASSACHUSETTS,Tornado,2013,2,0,0,0,0.0
MASSACHUSETTS,Tornado,2014,3,1,0,0,250000.0
MASSACHUSETTS,Tornado,2015,2,0,0,0,0.0
MASSACHUSETTS,Tornado,2016,1,0,0,0,25000.0
MASSACHUSETTS,Tornado,2017,2,1,0,0,0.0
MASSACHUSETTS,Tornado,2018,7,1,0,0,502500.0
MASSACHUSETTS,Tornado,2019,3,0,0,0,0.0
MASSACHUSETTS,Tornado,2020,3,0,0,0,25000.0
MASSACHUSETTS,Tornado,2021,6,0,0,0,2800000.0
MASSACHUSETTS,Wildfire,2002,1,0,0,0,0.0
MASSACHUSETTS,Wildfire,2012,3,0,0,0,0.0
MASSACHUSETTS,Wildfire,2016,2,0,0,0,250000.0
MASSACHUSETTS,Wildfire,2021,1,0,0,0,0.0
MASSACHUSETTS,Winter Storm,1996,213,0,0,0,45705530.0
MASSACHUSETTS,Winter Storm,1997,121,2,0,0,1382780.0
MASSACHUSETTS,Winter Storm,1998,48,0,1,0,26658280.0
MASSACHUSETTS,Winter Storm,1999,102,0,0,0,4405280.0
MASSACHUSETTS,Winter Storm,2000,89,0,0,0,6100030.0
MASSACHUSETTS,Winter Storm,2001,123,0,0,0,11305150.0
MASSACHUSETTS,Winter Storm,2002,48,0,0,0,413030.0
MASSACHUSETTS,Winter Storm,2003,117,0,0,0,1243150.0
MASSACHUSETTS,Winter Storm,2004,52,0,0,0,1107750.0
MASSACHUSETTS,Winter Storm,2005,123,1,0,0,1580460.0
MASSACHUSETTS,Winter Storm,2006,35,0,0,0,5580500.0
MASSACHUSETTS,Winter Storm,2007,106,1,0,0,28243310.0
MASSACHUSETTS,Winter Storm,2008,138,0,0,1,10276530.0
MASSACHUSETTS,Winter Storm,2009,105,0,0,0,80823810.0
MASSACHUSETTS,Winter Storm,2010,58,0,0,0,51045250.0
MASSACHUSETTS,Winter Storm,2011,121,0,0,0,26432750.0
MASSACHUSETTS,Winter Storm,2012,97,0,0,0,9856060.0
MASSACHUSETTS,Winter Storm,2013,148,0,0,2,3818780.0
MASSACHUSETTS,Winter Storm,2014,119,0,0,0,8969150.0
MASSACHUSETTS,Winter Storm,2015,189,0,0,3,6964030.0
MASSACHUSETTS,Winter Storm,2016,157,0,1,0,30460840.0
MASSACHUSETTS,Winter Storm,2017,148,3,0,1,4517530.0
MASSACHUSETTS,Winter Storm,2018,127,0,0,0,4450500.0
MASSACHUSETTS,Winter Storm,2019,94,0,0,0,56687750.0
MASSACHUSETTS,Winter Storm,2020,66,0,0,0,6115030.0
MASSACHUSETTS,Winter Storm,2021,59,0,0,0,51632750.0
MASSACHUSETTS,Winter Storm,2022,87,0,0,0,4316060.0
MICHIGAN,Draught,2001,24,0,0,0,2525000.0
MICHIGAN,Draught,2002,17,0,0,0,8027500.0
MICHIGAN,Draught,2007,10,0,0,0,0.0
MICHIGAN,Draught,2010,3,0,0,0,25030.0
MICHIGAN,Extreme Temperature,1999,35,3,0,0,385250.0
MICHIGAN,Extreme Temperature,2000,34,0,0,0,105060.0
MICHIGAN,Extreme Temperature,2001,43,7,2,0,282500.0
MICHIGAN,Extreme Temperature,2002,7,3,4,0,25030.0
MICHIGAN,Extreme Temperature,2003,3,0,3,0,250.0
MICHIGAN,Extreme Temperature,2006,107,19,0,0,282737530.0
MICHIGAN,Extreme Temperature,2007,47,0,0,0,858000.0
MICHIGAN,Extreme Temperature,2008,11,0,1,0,0.0
MICHIGAN,Extreme Temperature,2009,44,0,0,0,80280.0
MICHIGAN,Extreme Temperature,2010,16,0,2,0,52500.0
MICHIGAN,Extreme Temperature,2011,17,0,2,0,300250.0
MICHIGAN,Extreme Temperature,2012,69,11,0,0,957500.0
MICHIGAN,Extreme Temperature,2013,49,6,0,1,4745000.0
MICHIGAN,Extreme Temperature,2014,48,0,0,0,26157560.0
MICHIGAN,Extreme Temperature,2015,73,0,0,0,14177530.0
MICHIGAN,Extreme Temperature,2017,1,0,0,0,0.0
MICHIGAN,Extreme Temperature,2018,62,0,0,0,5860030.0
MICHIGAN,Extreme Temperature,2019,14,0,0,0,2500.0
MICHIGAN,Extreme Temperature,2021,3,0,0,0,60.0
MICHIGAN,Extreme Temperature,2022,25,0,0,0,282500.0
MICHIGAN,Flood,1996,84,1,2,0,1264060.0
MICHIGAN,Flood,1997,95,2,0,0,868250.0
MICHIGAN,Flood,1998,46,0,0,0,1152500.0
MICHIGAN,Flood,1999,17,0,0,0,27810.0
MICHIGAN,Flood,2000,71,0,0,0,380280.0
MICHIGAN,Flood,2001,130,0,1,0,1173250.0
MICHIGAN,Flood,2002,23,0,0,0,3052500.0
MICHIGAN,Flood,2003,19,0,0,0,275000.0
MICHIGAN,Flood,2004,97,0,0,0,9056530.0
MICHIGAN,Flood,2005,29,0,0,0,555280.0
MICHIGAN,Flood,2006,23,0,0,0,575000.0
MICHIGAN,Flood,2007,14,0,0,0,52500.0
MICHIGAN,Flood,2008,48,0,3,0,3085030.0
MICHIGAN,Flood,2009,21,0,0,0,2552780.0
MICHIGAN,Flood,2010,23,0,0,0,50000.0
MICHIGAN,Flood,2011,38,0,0,0,952750.0
MICHIGAN,Flood,2012,15,0,0,0,277500.0
MICHIGAN,Flood,2013,50,0,0,0,6350250.0
MICHIGAN,Flood,2014,28,0,0,0,652500.0
MICHIGAN,Flood,2015,4,0,0,0,0.0
MICHIGAN,Flood,2016,16,0,0,0,27550000.0
MICHIGAN,Flood,2017,28,0,1,0,550250.0
MICHIGAN,Flood,2018,29,0,1,0,25855250.0
MICHIGAN,Flood,2019,89,0,0,0,1755000.0
MICHIGAN,Flood,2020,137,0,0,0,4743590.0
MICHIGAN,Flood,2021,29,1,0,0,300000.0
MICHIGAN,Flood,2022,15,0,0,0,27500.0
MICHIGAN,Hurricane,1997,2,0,0,0,0.0
MICHIGAN,Hurricane,1998,6,0,0,0,25000.0
MICHIGAN,Hurricane,1999,2,0,0,0,30.0
MICHIGAN,Hurricane,2001,2,0,0,0,0.0
MICHIGAN,Marine Storm,1998,1,0,0,0,0.0
MICHIGAN,Marine Storm,2001,2,0,2,0,25000.0
MICHIGAN,Marine Storm,2005,1,0,1,0,0.0
MICHIGAN,Marine Storm,2006,1,1,1,0,0.0
MICHIGAN,Marine Storm,2007,2,0,1,0,0.0
MICHIGAN,Marine Storm,2008,1,0,1,0,25000.0
MICHIGAN,Marine Storm,2009,2,0,2,0,25000.0
MICHIGAN,Marine Storm,2010,9,2,7,0,50000.0
MICHIGAN,Marine Storm,2011,10,0,4,0,5302500.0
MICHIGAN,Marine Storm,2012,6,0,6,0,275000.0
MICHIGAN,Marine Storm,2013,2,0,2,0,25000.0
MICHIGAN,Marine Storm,2014,2,0,0,0,250000.0
MICHIGAN,Marine Storm,2017,1,0,1,0,0.0
MICHIGAN,Marine Storm,2018,2,0,0,0,250000.0
MICHIGAN,Marine Storm,2019,3,0,0,0,0.0
MICHIGAN,Marine Storm,2020,6,2,2,0,7500.0
MICHIGAN,Thunderstorm,1955,20,0,0,0,4430030.0
MICHIGAN,Thunderstorm,1956,36,0,0,0,5983000.0
MICHIGAN,Thunderstorm,1957,19,0,0,0,13380280.0
MICHIGAN,Thunderstorm,1958,23,0,0,0,745280.0
MICHIGAN,Thunderstorm,1959,20,0,0,0,2718000.0
MICHIGAN,Thunderstorm,1960,38,0,0,0,53960280.0
MICHIGAN,Thunderstorm,1961,41,0,0,0,6190560.0
MICHIGAN,Thunderstorm,1962,44,0,0,0,66537750.0
MICHIGAN,Thunderstorm,1963,59,0,0,0,6638280.0
MICHIGAN,Thunderstorm,1964,35,0,0,0,2052780.0
MICHIGAN,Thunderstorm,1965,55,0,0,0,6783280.0
MICHIGAN,Thunderstorm,1966,40,0,0,0,8223030.0
MICHIGAN,Thunderstorm,1967,42,0,0,0,41845500.0
MICHIGAN,Thunderstorm,1968,88,0,0,0,35888340.0
MICHIGAN,Thunderstorm,1969,63,0,0,0,7851280.0
MICHIGAN,Thunderstorm,1970,46,0,0,0,261423340.0
MICHIGAN,Thunderstorm,1971,60,0,0,0,260965780.0
MICHIGAN,Thunderstorm,1972,18,0,0,0,3157780.0
MICHIGAN,Thunderstorm,1973,62,0,0,0,38836560.0
MICHIGAN,Thunderstorm,1974,94,0,0,0,14314400.0
MICHIGAN,Thunderstorm,1975,156,0,0,0,7298870.0
MICHIGAN,Thunderstorm,1976,99,0,0,0,6118620.0
MICHIGAN,Thunderstorm,1977,45,0,0,0,6385280.0
MICHIGAN,Thunderstorm,1978,52,0,0,0,28438120.0
MICHIGAN,Thunderstorm,1979,73,0,0,0,6205590.0
MICHIGAN,Thunderstorm,1980,159,0,0,0,70140370.0
MICHIGAN,Thunderstorm,1981,43,0,0,0,4055530.0
MICHIGAN,Thunderstorm,1982,101,0,0,0,29216310.0
MICHIGAN,Thunderstorm,1983,293,0,0,0,87955210.0
MICHIGAN,Thunderstorm,1984,93,2,1,0,11927900.0
MICHIGAN,Thunderstorm,1985,191,0,0,0,7333180.0
MICHIGAN,Thunderstorm,1986,138,6,0,0,1777810.0
MICHIGAN,Thunderstorm,1987,156,4,5,0,9244340.0
MICHIGAN,Thunderstorm,1988,239,7,4,0,31382030.0
MICHIGAN,Thunderstorm,1989,128,4,1,0,5714000.0
MICHIGAN,Thunderstorm,1990,120,3,1,0,27871280.0
MICHIGAN,Thunderstorm,1991,351,7,4,0,47805110.0
MICHIGAN,Thunderstorm,1992,205,4,1,0,42502150.0
MICHIGAN,Thunderstorm,1993,133,0,0,0,35878430.0
MICHIGAN,Thunderstorm,1994,300,1,1,0,15682650.0
MICHIGAN,Thunderstorm,1995,309,5,2,0,64417020.0
MICHIGAN,Thunderstorm,1996,358,5,2,0,7158370.0
MICHIGAN,Thunderstorm,1997,531,11,1,0,46440300.0
MICHIGAN,Thunderstorm,1998,853,19,10,0,56825830.0
MICHIGAN,Thunderstorm,1999,482,7,2,0,41479430.0
MICHIGAN,Thunderstorm,2000,512,11,3,0,51736060.0
MICHIGAN,Thunderstorm,2001,555,7,2,0,20156060.0
MICHIGAN,Thunderstorm,2002,675,13,1,0,21620150.0
MICHIGAN,Thunderstorm,2003,680,7,1,0,340247150.0
MICHIGAN,Thunderstorm,2004,731,6,3,0,72800650.0
MICHIGAN,Thunderstorm,2005,681,12,0,0,7416490.0
MICHIGAN,Thunderstorm,2006,821,9,4,0,48804360.0
MICHIGAN,Thunderstorm,2007,950,4,3,0,49370650.0
MICHIGAN,Thunderstorm,2008,861,3,2,0,90222430.0
MICHIGAN,Thunderstorm,2009,254,1,1,0,33051370.0
MICHIGAN,Thunderstorm,2010,535,4,0,1,56416810.0
MICHIGAN,Thunderstorm,2011,811,9,4,0,56428270.0
MICHIGAN,Thunderstorm,2012,597,1,2,0,43789020.0
MICHIGAN,Thunderstorm,2013,599,2,0,1,56907980.0
MICHIGAN,Thunderstorm,2014,627,4,1,0,564502650.0
MICHIGAN,Thunderstorm,2015,418,1,0,1,102256900.0
MICHIGAN,Thunderstorm,2016,309,0,2,0,15413810.0
MICHIGAN,Thunderstorm,2017,363,0,2,0,73041370.0
MICHIGAN,Thunderstorm,2018,321,3,2,0,48087810.0
MICHIGAN,Thunderstorm,2019,402,4,0,0,32892030.0
MICHIGAN,Thunderstorm,2020,457,3,0,0,223269370.0
MICHIGAN,Thunderstorm,2021,667,4,0,0,415623150.0
MICHIGAN,Thunderstorm,2022,207,0,1,0,12305750.0
MICHIGAN,Tornado,1951,8,2,1,0,52530.0
MICHIGAN,Tornado,1953,20,9,5,0,1415250.0
MICHIGAN,Tornado,1954,12,1,0,0,363000.0
MICHIGAN,Tornado,1955,13,2,0,0,355250.0
MICHIGAN,Tornado,1956,34,14,5,0,5983250.0
MICHIGAN,Tornado,1957,13,3,1,0,27860000.0
MICHIGAN,Tornado,1958,7,0,0,0,3075250.0
MICHIGAN,Tornado,1959,2,0,0,0,275000.0
MICHIGAN,Tornado,1960,6,0,0,0,7527500.0
MICHIGAN,Tornado,1961,5,1,0,0,2525750.0
MICHIGAN,Tornado,1962,5,0,0,0,277500.0
MICHIGAN,Tornado,1963,5,1,1,0,252750.0
MICHIGAN,Tornado,1964,14,7,1,0,385310.0
MICHIGAN,Tornado,1965,28,16,12,0,8290280.0
MICHIGAN,Tornado,1966,11,0,0,0,5285500.0
MICHIGAN,Tornado,1967,19,7,0,0,6002780.0
MICHIGAN,Tornado,1968,21,5,1,0,25663000.0
MICHIGAN,Tornado,1969,9,3,0,0,478000.0
MICHIGAN,Tornado,1970,3,0,0,0,2527500.0
MICHIGAN,Tornado,1971,9,3,0,0,1077530.0
MICHIGAN,Tornado,1972,17,2,0,0,885530.0
MICHIGAN,Tornado,1973,35,4,0,0,11243500.0
MICHIGAN,Tornado,1974,43,10,2,0,7041310.0
MICHIGAN,Tornado,1975,26,4,1,0,620000.0
MICHIGAN,Tornado,1976,42,10,3,0,4728030.0
MICHIGAN,Tornado,1977,35,10,1,0,3336590.0
MICHIGAN,Tornado,1978,19,4,0,0,26358000.0
MICHIGAN,Tornado,1979,22,2,0,0,26165250.0
MICHIGAN,Tornado,1980,19,3,1,0,932780.0
MICHIGAN,Tornado,1981,5,0,0,0,2750.0
MICHIGAN,Tornado,1982,23,4,1,0,5985000.0
MICHIGAN,Tornado,1983,21,2,1,0,2853280.0
MICHIGAN,Tornado,1984,25,7,0,0,26130280.0
MICHIGAN,Tornado,1985,12,1,1,0,2527750.0
MICHIGAN,Tornado,1986,30,4,0,0,800310.0
MICHIGAN,Tornado,1987,28,4,1,0,1338030.0
MICHIGAN,Tornado,1988,30,3,1,0,5905280.0
MICHIGAN,Tornado,1989,19,2,0,0,2750500.0
MICHIGAN,Tornado,1990,23,1,0,0,5650280.0
MICHIGAN,Tornado,1991,34,2,0,0,2827750.0
MICHIGAN,Tornado,1992,21,3,0,0,605280.0
MICHIGAN,Tornado,1993,4,1,0,0,250.0
MICHIGAN,Tornado,1994,11,1,0,0,3300000.0
MICHIGAN,Tornado,1995,11,2,0,0,50030.0
MICHIGAN,Tornado,1996,13,0,0,0,2525250.0
MICHIGAN,Tornado,1997,19,4,2,0,1477500.0
MICHIGAN,Tornado,1998,24,1,0,0,30530.0
MICHIGAN,Tornado,1999,13,1,0,0,2527500.0
MICHIGAN,Tornado,2000,6,0,0,0,0.0
MICHIGAN,Tornado,2001,42,6,0,0,2552500.0
MICHIGAN,Tornado,2002,13,1,0,0,25000.0
MICHIGAN,Tornado,2003,14,1,0,0,277500.0
MICHIGAN,Tornado,2004,24,0,0,0,52500.0
MICHIGAN,Tornado,2005,5,0,0,0,0.0
MICHIGAN,Tornado,2006,10,0,0,0,50250.0
MICHIGAN,Tornado,2007,27,5,2,0,250280.0
MICHIGAN,Tornado,2008,16,0,1,0,830000.0
MICHIGAN,Tornado,2009,3,0,0,0,0.0
MICHIGAN,Tornado,2010,27,2,1,0,805000.0
MICHIGAN,Tornado,2011,18,0,0,0,2530.0
MICHIGAN,Tornado,2012,6,0,0,0,0.0
MICHIGAN,Tornado,2013,14,0,0,0,750280.0
MICHIGAN,Tornado,2014,14,1,0,0,2500000.0
MICHIGAN,Tornado,2015,16,2,0,0,527530.0
