,BEGIN_YEARMONTH,BEGIN_DAY,STATE,EVENT_TYPE,DAMAGE_CROPS
1864,197806,25,INDIANA,Tornado,0
1866,197806,25,INDIANA,Tornado,0
1877,197812,3,LOUISIANA,Tornado,0
1878,197812,3,LOUISIANA,Tornado,0
1880,197812,7,LOUISIANA,Tornado,0
1900,197805,1,FLORIDA,Tornado,0
1901,197805,1,FLORIDA,Tornado,0
1902,197805,1,FLORIDA,Tornado,0
1903,197805,2,FLORIDA,Tornado,0
1918,197806,27,PENNSYLVANIA,Tornado,0
1934,197807,6,IOWA,Tornado,0
1935,197807,7,IOWA,Tornado,0
1936,197807,14,IOWA,Tornado,0
1937,197807,14,IOWA,Tornado,0
1938,197807,14,IOWA,Tornado,0
1939,197807,14,IOWA,Tornado,0
1940,197807,14,IOWA,Tornado,0
1941,197807,14,IOWA,Tornado,0
1948,197806,27,PENNSYLVANIA,Tornado,0
1953,197806,27,KANSAS,Tornado,0
1956,197807,5,KANSAS,Tornado,0
1959,197807,5,KANSAS,Tornado,0
1969,197804,30,OKLAHOMA,Tornado,0
1979,197807,5,IOWA,Tornado,0
1985,197807,5,IOWA,Tornado,0
1986,197807,5,IOWA,Tornado,0
2001,197807,26,FLORIDA,Tornado,0
2012,197807,10,COLORADO,Tornado,0
2013,197807,13,COLORADO,Tornado,0
2014,197807,13,COLORADO,Tornado,0
2015,197807,21,COLORADO,Tornado,0
2016,197807,21,COLORADO,Tornado,0
2020,197809,17,KANSAS,Tornado,0
2026,197805,7,LOUISIANA,Tornado,0
2027,197805,7,LOUISIANA,Tornado,0
2031,197806,12,INDIANA,Tornado,0
2032,197806,18,INDIANA,Tornado,0
2036,197806,18,INDIANA,Tornado,0
2037,197806,18,INDIANA,Tornado,0
2042,197808,5,FLORIDA,Tornado,0
2043,197808,5,FLORIDA,Tornado,0
2044,197808,6,FLORIDA,Tornado,0
2046,197808,13,FLORIDA,Tornado,0
2048,197808,17,FLORIDA,Tornado,0
2050,197808,19,FLORIDA,Tornado,0
2051,197808,20,FLORIDA,Tornado,0
2054,197809,4,FLORIDA,Tornado,0
2055,197809,22,FLORIDA,Tornado,0
2056,197809,27,FLORIDA,Tornado,0
2057,197810,4,FLORIDA,Tornado,0
2059,197810,13,FLORIDA,Tornado,0
2060,197810,13,FLORIDA,Tornado,0
2061,197811,8,FLORIDA,Tornado,0
2062,197811,27,FLORIDA,Tornado,0
2063,197812,1,FLORIDA,Tornado,0
2064,197812,1,FLORIDA,Tornado,0
2065,197806,17,KANSAS,Tornado,0
2066,197806,17,KANSAS,Tornado,0
2067,197806,17,KANSAS,Tornado,0
2069,197806,17,KANSAS,Tornado,0
2078,197808,16,OREGON,Tornado,0
2080,197812,5,FLORIDA,Tornado,0
2081,197812,9,FLORIDA,Tornado,0
2082,197812,24,FLORIDA,Tornado,0
2085,197809,16,IOWA,Tornado,0
2086,197805,8,GEORGIA,Tornado,0
2087,197805,8,GEORGIA,Tornado,0
2088,197805,8,GEORGIA,Tornado,0
2095,197808,25,NORTH DAKOTA,Tornado,0
2096,197808,25,NORTH DAKOTA,Tornado,0
2098,197807,7,KANSAS,Tornado,0
2123,197806,25,IOWA,Tornado,0
2124,197805,3,FLORIDA,Tornado,0
2126,197805,4,FLORIDA,Tornado,0
2127,197805,4,FLORIDA,Tornado,0
2128,197805,4,FLORIDA,Tornado,0
2131,197805,4,FLORIDA,Tornado,0
2132,197805,4,FLORIDA,Tornado,0
2133,197805,4,FLORIDA,Tornado,0
2134,197805,4,FLORIDA,Tornado,0
2136,197805,4,FLORIDA,Tornado,0
2145,197808,7,PENNSYLVANIA,Tornado,0
2148,197808,28,PENNSYLVANIA,Tornado,0
2149,197808,28,PENNSYLVANIA,Tornado,0
2150,197808,28,PENNSYLVANIA,Tornado,0
2151,197808,28,PENNSYLVANIA,Tornado,0
2152,197808,28,PENNSYLVANIA,Tornado,0
2159,197806,26,IOWA,Tornado,0
2180,197807,6,KANSAS,Tornado,0
2186,197805,4,FLORIDA,Tornado,0
2188,197805,4,FLORIDA,Tornado,0
2204,197805,12,KENTUCKY,Tornado,0
2205,197805,12,KENTUCKY,Tornado,0
2206,197805,12,KENTUCKY,Tornado,0
2209,197805,12,KENTUCKY,Tornado,0
2216,197801,4,CALIFORNIA,Tornado,0
2219,197802,7,CALIFORNIA,Tornado,0
2220,197802,10,CALIFORNIA,Tornado,0
2223,197805,3,FLORIDA,Tornado,0
2224,197805,3,FLORIDA,Tornado,0
2234,197806,25,NORTH DAKOTA,Tornado,0
2239,197806,30,NORTH DAKOTA,Tornado,0
2241,197807,3,NORTH DAKOTA,Tornado,0
2249,197804,10,INDIANA,Tornado,0
2251,197806,19,KANSAS,Tornado,0
2265,197806,7,IOWA,Tornado,0
2267,197806,14,IOWA,Tornado,0
2270,197806,15,IOWA,Tornado,0
2288,197806,17,IOWA,Tornado,0
2293,197806,19,IOWA,Tornado,0
2294,197806,19,IOWA,Tornado,0
2302,197807,4,NORTH DAKOTA,Tornado,0
2305,197807,4,NORTH DAKOTA,Tornado,0
2307,197807,4,NORTH DAKOTA,Tornado,0
2313,197807,4,NORTH DAKOTA,Tornado,0
2316,197807,4,NORTH DAKOTA,Tornado,0
2320,197807,5,NORTH DAKOTA,Tornado,0
2327,197804,23,INDIANA,Tornado,0
2329,197804,23,INDIANA,Tornado,0
2336,197805,12,INDIANA,Tornado,0
2338,197805,23,INDIANA,Tornado,0
2339,197805,23,INDIANA,Tornado,0
2340,197806,1,INDIANA,Tornado,0
2341,197806,1,INDIANA,Tornado,0
2342,197806,8,INDIANA,Tornado,0
2346,197803,5,CALIFORNIA,Tornado,0
2352,197803,3,FLORIDA,Tornado,0
2353,197805,4,FLORIDA,Tornado,0
2355,197804,18,GEORGIA,Tornado,0
2358,197806,18,WYOMING,Tornado,0
2360,197806,29,WYOMING,Tornado,0
2361,197807,4,WYOMING,Tornado,0
2364,197808,15,ILLINOIS,Tornado,0
2367,197805,12,ILLINOIS,Tornado,0
2368,197806,7,PENNSYLVANIA,Tornado,0
2369,197804,17,ARKANSAS,Tornado,0
2370,197808,16,ARKANSAS,Tornado,0
2375,197802,9,CALIFORNIA,Tornado,0
2376,197807,5,MINNESOTA,Tornado,0
2378,197805,18,WYOMING,Tornado,0
2379,197805,18,WYOMING,Tornado,0
2380,197805,22,WYOMING,Tornado,0
2381,197805,23,WYOMING,Tornado,0
2384,197805,27,WYOMING,Tornado,0
2385,197805,29,WYOMING,Tornado,0
2402,197812,3,MISSISSIPPI,Tornado,0
2407,197808,29,TENNESSEE,Tornado,0
2412,197812,7,TENNESSEE,Tornado,0
2413,197812,31,TENNESSEE,Tornado,0
2416,197804,9,TEXAS,Tornado,0
2417,197804,9,TEXAS,Tornado,0
2419,197804,9,TEXAS,Tornado,0
2425,197804,9,TEXAS,Tornado,0
2428,197807,2,SOUTH DAKOTA,Tornado,0
2430,197807,4,SOUTH DAKOTA,Tornado,0
2431,197807,4,SOUTH DAKOTA,Tornado,0
2432,197807,4,SOUTH DAKOTA,Tornado,0
2435,197804,10,ILLINOIS,Tornado,0
2437,197804,18,ILLINOIS,Tornado,0
2440,197805,12,ILLINOIS,Tornado,0
2441,197805,12,ILLINOIS,Tornado,0
2445,197807,17,WASHINGTON,Tornado,0
2446,197808,15,WASHINGTON,Tornado,0
2451,197806,6,TEXAS,Tornado,0
2452,197805,1,GEORGIA,Tornado,0
2456,197806,7,WISCONSIN,Tornado,0
2472,197812,3,LOUISIANA,Tornado,0
2473,197805,18,WYOMING,Tornado,0
2474,197805,18,WYOMING,Tornado,0
2492,197804,5,WISCONSIN,Tornado,0
2493,197805,8,WISCONSIN,Tornado,0
2512,197807,20,WYOMING,Tornado,0
2514,197807,21,WYOMING,Tornado,0
2515,197807,28,WYOMING,Tornado,0
2516,197807,28,WYOMING,Tornado,0
2517,197807,31,WYOMING,Tornado,0
2527,197808,31,WYOMING,Tornado,0
2530,197805,8,WISCONSIN,Tornado,0
2531,197807,1,WASHINGTON,Tornado,0
2538,197801,26,VIRGINIA,Tornado,0
2539,197801,26,VIRGINIA,Tornado,0
2544,197804,19,VIRGINIA,Tornado,0
2545,197804,19,VIRGINIA,Tornado,0
2550,197806,19,VIRGINIA,Tornado,0
2552,197804,19,FLORIDA,Tornado,0
2554,197805,7,LOUISIANA,Tornado,0
2555,197804,18,MISSISSIPPI,Tornado,0
2556,197805,12,MISSISSIPPI,Tornado,0
2558,197805,25,NORTH DAKOTA,Tornado,0
2564,197805,16,WYOMING,Tornado,0
2565,197805,16,WYOMING,Tornado,0
2566,197805,17,WYOMING,Tornado,0
2571,197808,9,VIRGINIA,Tornado,0
2582,197808,14,NORTH DAKOTA,Tornado,0
2592,197807,11,WYOMING,Tornado,0
2594,197804,17,MISSISSIPPI,Tornado,0
2596,197804,17,MISSISSIPPI,Tornado,0
2600,197806,7,TEXAS,Tornado,0
2601,197806,7,TEXAS,Tornado,0
2603,197806,7,TEXAS,Tornado,0
2608,197807,17,SOUTH DAKOTA,Tornado,0
2613,197807,18,SOUTH DAKOTA,Tornado,0
2621,197804,18,GEORGIA,Tornado,0
2636,197805,8,GEORGIA,Tornado,0
2637,197805,8,GEORGIA,Tornado,0
2638,197805,8,GEORGIA,Tornado,0
2639,197805,8,GEORGIA,Tornado,0
2640,197805,8,GEORGIA,Tornado,0
2641,197805,8,GEORGIA,Tornado,0
2642,197805,8,GEORGIA,Tornado,0
2656,197805,3,TEXAS,Tornado,0
2657,197804,23,TEXAS,Tornado,0
2672,197806,30,TEXAS,Tornado,0
2673,197807,1,TEXAS,Tornado,0
2675,197807,3,TEXAS,Tornado,0
2676,197807,3,TEXAS,Tornado,0
2677,197807,4,TEXAS,Tornado,0
2678,197807,5,TEXAS,Tornado,0
2679,197807,5,TEXAS,Tornado,0
2687,197807,16,TEXAS,Tornado,0
2688,197807,18,TEXAS,Tornado,0
2692,197807,27,TEXAS,Tornado,0
2718,197805,11,TEXAS,Tornado,0
2719,197805,11,TEXAS,Tornado,0
2720,197805,11,TEXAS,Tornado,0
2724,197805,11,TEXAS,Tornado,0
2728,197805,11,TEXAS,Tornado,0
2735,197805,11,TEXAS,Tornado,0
2736,197805,12,TEXAS,Tornado,0
2737,197805,12,TEXAS,Tornado,0
2741,197805,11,TEXAS,Tornado,0
2743,197805,11,TEXAS,Tornado,0
2745,197805,11,TEXAS,Tornado,0
2746,197805,11,TEXAS,Tornado,0
2747,197805,11,TEXAS,Tornado,0
2763,197806,17,WISCONSIN,Tornado,0
2766,197806,20,WISCONSIN,Tornado,0
2767,197806,20,WISCONSIN,Tornado,0
2781,197805,4,TEXAS,Tornado,0
2782,197805,5,TEXAS,Tornado,0
2786,197805,5,TEXAS,Tornado,0
2788,197805,5,TEXAS,Tornado,0
2794,197805,26,TEXAS,Tornado,0
2798,197805,26,TEXAS,Tornado,0
2809,197801,7,LOUISIANA,Tornado,0
2817,197802,12,LOUISIANA,Tornado,0
2818,197802,12,LOUISIANA,Tornado,0
2822,197804,17,LOUISIANA,Tornado,0
2830,197804,22,TEXAS,Tornado,0
2831,197804,22,TEXAS,Tornado,0
2832,197804,22,TEXAS,Tornado,0
2833,197804,22,TEXAS,Tornado,0
2834,197804,22,TEXAS,Tornado,0
2839,197804,22,TEXAS,Tornado,0
2840,197804,22,TEXAS,Tornado,0
2842,197804,22,TEXAS,Tornado,0
2866,197807,26,ILLINOIS,Tornado,0
2868,197808,2,ILLINOIS,Tornado,0
2870,197808,15,ILLINOIS,Tornado,0
2872,197808,15,ILLINOIS,Tornado,0
2874,197805,2,TEXAS,Tornado,0
2879,197805,2,TEXAS,Tornado,0
2880,197807,1,WISCONSIN,Tornado,0
2881,197807,5,WISCONSIN,Tornado,0
2888,197807,20,WISCONSIN,Tornado,0
2891,197807,5,SOUTH DAKOTA,Tornado,0
2894,197807,5,SOUTH DAKOTA,Tornado,0
2904,197807,6,SOUTH DAKOTA,Tornado,0
2907,197805,11,TEXAS,Tornado,0
2913,197805,11,TEXAS,Tornado,0
2918,197807,11,SOUTH DAKOTA,Tornado,0
2919,197807,11,SOUTH DAKOTA,Tornado,0
2921,197807,16,SOUTH DAKOTA,Tornado,0
2936,197808,28,LOUISIANA,Tornado,0
2939,197809,3,LOUISIANA,Tornado,0
2940,197809,14,LOUISIANA,Tornado,0
2941,197811,26,LOUISIANA,Tornado,0
2943,197811,26,LOUISIANA,Tornado,0
2945,197812,3,LOUISIANA,Tornado,0
2946,197812,3,LOUISIANA,Tornado,0
2947,197812,3,LOUISIANA,Tornado,0
2948,197812,3,LOUISIANA,Tornado,0
2949,197812,3,LOUISIANA,Tornado,0
2952,197804,4,TEXAS,Tornado,0
2953,197804,4,TEXAS,Tornado,0
2954,197804,7,TEXAS,Tornado,0
2956,197804,8,TEXAS,Tornado,0
2957,197804,8,TEXAS,Tornado,0
2958,197809,11,TEXAS,Tornado,0
2959,197809,11,TEXAS,Tornado,0
2960,197809,13,TEXAS,Tornado,0
2962,197809,13,TEXAS,Tornado,0
2963,197809,14,TEXAS,Tornado,0
2967,197810,5,TEXAS,Tornado,0
2995,197804,3,TEXAS,Tornado,0
2998,197811,26,TEXAS,Tornado,0
3000,197811,26,TEXAS,Tornado,0
3001,197811,26,TEXAS,Tornado,0
3003,197807,10,WEST VIRGINIA,Tornado,0
3005,197805,2,TEXAS,Tornado,0
3009,197807,1,WISCONSIN,Tornado,0
3010,197807,1,WISCONSIN,Tornado,0
3015,197804,7,IDAHO,Tornado,0
3018,197808,19,IDAHO,Tornado,0
3023,197806,25,SOUTH DAKOTA,Tornado,0
3025,197804,8,TEXAS,Tornado,0
3027,197804,8,TEXAS,Tornado,0
3028,197804,8,TEXAS,Tornado,0
3029,197804,8,TEXAS,Tornado,0
3030,197804,8,TEXAS,Tornado,0
3034,197806,30,SOUTH DAKOTA,Tornado,0
3036,197812,8,WEST VIRGINIA,Tornado,0
3045,197801,8,FLORIDA,Tornado,0
3046,197801,8,FLORIDA,Tornado,0
3047,197801,8,FLORIDA,Tornado,0
3048,197801,8,FLORIDA,Tornado,0
3050,197801,13,FLORIDA,Tornado,0
3059,197808,15,WISCONSIN,Tornado,0
3071,197809,13,KANSAS,Tornado,0
3088,197811,20,HAWAII,Tornado,0
3089,197806,12,WASHINGTON,Tornado,0
3090,197807,1,WASHINGTON,Tornado,0
3095,197806,27,WEST VIRGINIA,Tornado,0
3114,197807,1,IOWA,Tornado,0
3117,197807,5,IOWA,Tornado,0
3119,197807,5,IOWA,Tornado,0
3126,197805,11,TEXAS,Tornado,0
3127,197805,11,TEXAS,Tornado,0
3130,197805,11,TEXAS,Tornado,0
3135,197808,28,TEXAS,Tornado,0
3138,197805,11,TEXAS,Tornado,0
3143,197808,21,TEXAS,Tornado,0
3149,197808,25,TEXAS,Tornado,0
3150,197808,27,TEXAS,Tornado,0
3156,197804,6,KANSAS,Tornado,0
3164,197805,11,KANSAS,Tornado,0
3167,197805,11,KANSAS,Tornado,0
3168,197805,11,KANSAS,Tornado,0
3169,197805,11,KANSAS,Tornado,0
3179,197807,23,GEORGIA,Tornado,0
3181,197808,1,GEORGIA,Tornado,0
3186,197805,19,KANSAS,Tornado,0
3190,197804,24,TEXAS,Tornado,0
3194,197804,30,TEXAS,Tornado,0
3195,197804,30,TEXAS,Tornado,0
3196,197804,30,TEXAS,Tornado,0
3198,197804,30,TEXAS,Tornado,0
3201,197804,30,TEXAS,Tornado,0
3203,197804,30,TEXAS,Tornado,0
3213,197804,17,TENNESSEE,Tornado,0
3215,197804,18,TENNESSEE,Tornado,0
3216,197804,18,TENNESSEE,Tornado,0
3226,197803,3,FLORIDA,Tornado,0
3230,197803,3,FLORIDA,Tornado,0
3231,197803,3,FLORIDA,Tornado,0
3236,197805,28,TEXAS,Tornado,0
3237,197805,28,TEXAS,Tornado,0
3238,197805,29,TEXAS,Tornado,0
3241,197805,31,TEXAS,Tornado,0
3242,197805,31,TEXAS,Tornado,0
3246,197806,1,TEXAS,Tornado,0
3256,197806,29,FLORIDA,Tornado,0
3258,197807,1,FLORIDA,Tornado,0
3259,197807,5,FLORIDA,Tornado,0
3260,197807,9,FLORIDA,Tornado,0
3263,197807,12,FLORIDA,Tornado,0
3264,197807,12,FLORIDA,Tornado,0
3265,197807,21,FLORIDA,Tornado,0
3266,197804,30,TEXAS,Tornado,0
3267,197804,30,TEXAS,Tornado,0
3270,197804,30,TEXAS,Tornado,0
3271,197804,30,TEXAS,Tornado,0
3277,197806,4,TEXAS,Tornado,0
3281,197806,4,TEXAS,Tornado,0
3284,197806,4,TEXAS,Tornado,0
3285,197806,4,TEXAS,Tornado,0
3309,197805,2,TEXAS,Tornado,0
3323,197805,2,TEXAS,Tornado,0
3337,197805,28,TEXAS,Tornado,0
3339,197805,28,TEXAS,Tornado,0
3340,197805,28,TEXAS,Tornado,0
3343,197805,28,TEXAS,Tornado,0
3345,197805,28,TEXAS,Tornado,0
3346,197805,12,TEXAS,Tornado,0
3347,197805,12,TEXAS,Tornado,0
3351,197805,16,TEXAS,Tornado,0
3354,197806,25,ILLINOIS,Tornado,0
3355,197806,25,ILLINOIS,Tornado,0
3356,197806,25,ILLINOIS,Tornado,0
3358,197806,25,ILLINOIS,Tornado,0
3359,197806,25,ILLINOIS,Tornado,0
3361,197810,5,INDIANA,Tornado,0
3363,197811,17,INDIANA,Tornado,0
3366,197805,7,LOUISIANA,Tornado,0
3367,197805,7,LOUISIANA,Tornado,0
3370,197805,7,LOUISIANA,Tornado,0
3371,197805,7,LOUISIANA,Tornado,0
3376,197805,26,TEXAS,Tornado,0
3378,197805,26,TEXAS,Tornado,0
3379,197805,26,TEXAS,Tornado,0
3382,197805,26,TEXAS,Tornado,0
3383,197805,26,TEXAS,Tornado,0
3384,197805,26,TEXAS,Tornado,0
3385,197805,26,TEXAS,Tornado,0
3386,197805,27,TEXAS,Tornado,0
3390,197803,4,CALIFORNIA,Tornado,0
3391,197803,4,CALIFORNIA,Tornado,0
3392,197803,4,CALIFORNIA,Tornado,0
3393,197803,5,CALIFORNIA,Tornado,0
3394,197803,5,CALIFORNIA,Tornado,0
3395,197803,23,CALIFORNIA,Tornado,0
3396,197803,31,CALIFORNIA,Tornado,0
3399,197812,18,CALIFORNIA,Tornado,0
3401,197806,15,SOUTH DAKOTA,Tornado,0
3402,197806,16,SOUTH DAKOTA,Tornado,0
3406,197806,24,SOUTH DAKOTA,Tornado,0
3407,197806,24,SOUTH DAKOTA,Tornado,0
3408,197806,24,SOUTH DAKOTA,Tornado,0
3419,197806,29,LOUISIANA,Tornado,0
3423,197807,15,LOUISIANA,Tornado,0
3451,197806,25,ILLINOIS,Tornado,0
3452,197803,3,FLORIDA,Tornado,0
3461,197804,18,FLORIDA,Tornado,0
3462,197804,18,FLORIDA,Tornado,0
3465,197804,19,FLORIDA,Tornado,0
3468,197804,19,FLORIDA,Tornado,0
3469,197805,13,FLORIDA,Tornado,0
3470,197805,17,FLORIDA,Tornado,0
3472,197805,18,FLORIDA,Tornado,0
3475,197805,20,FLORIDA,Tornado,0
3476,197805,26,FLORIDA,Tornado,0
3477,197805,26,FLORIDA,Tornado,0
3478,197805,28,FLORIDA,Tornado,0
3481,197806,3,FLORIDA,Tornado,0
3482,197806,8,FLORIDA,Tornado,0
3483,197806,9,FLORIDA,Tornado,0
3484,197806,10,FLORIDA,Tornado,0
3485,197806,11,FLORIDA,Tornado,0
3486,197806,12,FLORIDA,Tornado,0
3488,197806,12,FLORIDA,Tornado,0
3489,197806,12,FLORIDA,Tornado,0
3490,197806,23,FLORIDA,Tornado,0
3491,197806,25,FLORIDA,Tornado,0
3492,197806,28,FLORIDA,Tornado,0
3518,197805,27,TEXAS,Tornado,0
3547,197807,28,TEXAS,Tornado,0
3554,197804,18,GEORGIA,Tornado,0
3560,197805,26,TEXAS,Tornado,0
3561,197804,3,TEXAS,Tornado,0
3564,197804,3,TEXAS,Tornado,0
3571,197807,4,SOUTH DAKOTA,Tornado,0
3573,197807,28,TEXAS,Tornado,0
3574,197807,31,TEXAS,Tornado,0
3578,197808,15,TEXAS,Tornado,0
3579,197808,15,TEXAS,Tornado,0
3584,197801,19,FLORIDA,Tornado,0
3589,197801,19,FLORIDA,Tornado,0
3592,197801,19,FLORIDA,Tornado,0
3595,197801,19,FLORIDA,Tornado,0
3598,197801,19,FLORIDA,Tornado,0
3600,197801,19,FLORIDA,Tornado,0
3608,197801,25,FLORIDA,Tornado,0
3609,197803,13,TENNESSEE,Tornado,0
3615,197805,17,TEXAS,Tornado,0
3620,197805,18,TEXAS,Tornado,0
3625,197805,19,TEXAS,Tornado,0
3626,197805,19,TEXAS,Tornado,0
3627,197805,19,TEXAS,Tornado,0
3628,197805,19,TEXAS,Tornado,0
3630,197805,20,TEXAS,Tornado,0
3646,197805,25,TEXAS,Tornado,0
3647,197805,25,TEXAS,Tornado,0
3648,197805,25,TEXAS,Tornado,0
3651,197805,25,TEXAS,Tornado,0
3654,197801,7,TENNESSEE,Tornado,0
3655,197801,7,TENNESSEE,Tornado,0
20,197904,18,NEW MEXICO,Tornado,0
26,197911,25,ALABAMA,Tornado,0
27,197911,25,ALABAMA,Tornado,0
28,197911,25,ALABAMA,Tornado,0
29,197911,25,ALABAMA,Tornado,0
30,197911,25,ALABAMA,Tornado,0
31,197911,25,ALABAMA,Tornado,0
33,197911,25,ALABAMA,Tornado,0
37,197905,24,FLORIDA,Tornado,0
43,197901,24,FLORIDA,Tornado,0
46,197903,18,OKLAHOMA,Tornado,0
47,197907,31,NEW MEXICO,Tornado,0
49,197908,21,OKLAHOMA,Tornado,0
53,197906,20,MICHIGAN,Tornado,0
59,197905,3,TEXAS,Tornado,0
61,197904,10,TEXAS,Tornado,0
63,197906,8,TEXAS,Tornado,0
67,197907,9,TEXAS,Tornado,0
76,197909,6,NEW JERSEY,Tornado,0
79,197911,26,NEW JERSEY,Tornado,0
90,197907,16,OKLAHOMA,Tornado,0
93,197907,23,OKLAHOMA,Tornado,0
115,197908,14,NEVADA,Tornado,0
116,197909,21,NORTH CAROLINA,Tornado,0
119,197907,11,NORTH DAKOTA,Tornado,0
120,197907,11,NORTH DAKOTA,Tornado,0
127,197907,21,NEW YORK,Tornado,0
130,197905,15,NEW MEXICO,Tornado,0
131,197905,20,NEW MEXICO,Tornado,0
144,197904,11,NEBRASKA,Tornado,0
155,197906,20,MICHIGAN,Tornado,0
161,197906,20,MICHIGAN,Tornado,0
165,197906,20,MICHIGAN,Tornado,0
176,197907,23,MICHIGAN,Tornado,0
177,197907,24,MICHIGAN,Tornado,0
178,197907,24,MICHIGAN,Tornado,0
179,197907,28,MICHIGAN,Tornado,0
194,197910,11,NORTH DAKOTA,Tornado,0
203,197904,10,OKLAHOMA,Tornado,0
204,197904,10,OKLAHOMA,Tornado,0
205,197904,10,OKLAHOMA,Tornado,0
212,197906,7,NEW MEXICO,Tornado,0
214,197907,15,NEW MEXICO,Tornado,0
217,197907,24,NEW MEXICO,Tornado,0
219,197907,31,NEW MEXICO,Tornado,0
222,197908,2,NEW MEXICO,Tornado,0
223,197908,15,NEW MEXICO,Tornado,0
224,197908,16,NEW MEXICO,Tornado,0
225,197908,19,NEW MEXICO,Tornado,0
232,197904,10,OKLAHOMA,Tornado,0
245,197908,21,OKLAHOMA,Tornado,0
246,197908,21,OKLAHOMA,Tornado,0
247,197908,21,OKLAHOMA,Tornado,0
251,197908,21,OKLAHOMA,Tornado,0
254,197908,21,OKLAHOMA,Tornado,0
257,197903,23,SOUTH CAROLINA,Tornado,0
259,197904,13,SOUTH CAROLINA,Tornado,0
267,197907,21,SOUTH CAROLINA,Tornado,0
271,197908,9,MICHIGAN,Tornado,0
272,197908,9,MICHIGAN,Tornado,0
277,197909,4,SOUTH CAROLINA,Tornado,0
278,197909,4,SOUTH CAROLINA,Tornado,0
279,197909,4,SOUTH CAROLINA,Tornado,0
280,197909,4,SOUTH CAROLINA,Tornado,0
290,197909,2,OKLAHOMA,Tornado,0
303,197907,8,SOUTH DAKOTA,Tornado,0
310,197907,11,SOUTH DAKOTA,Tornado,0
312,197907,13,SOUTH DAKOTA,Tornado,0
320,197907,11,SOUTH DAKOTA,Tornado,0
323,197907,13,SOUTH DAKOTA,Tornado,0
330,197908,10,MASSACHUSETTS,Tornado,0
331,197908,10,MASSACHUSETTS,Tornado,0
344,197907,31,NEBRASKA,Tornado,0
362,197908,19,OKLAHOMA,Tornado,0
382,197908,2,PENNSYLVANIA,Tornado,0
386,197906,29,PENNSYLVANIA,Tornado,0
393,197904,3,NORTH CAROLINA,Tornado,0
394,197904,3,NORTH CAROLINA,Tornado,0
395,197904,3,NORTH CAROLINA,Tornado,0
404,197905,24,NORTH CAROLINA,Tornado,0
419,197905,2,OKLAHOMA,Tornado,0
442,197902,25,NORTH CAROLINA,Tornado,0
445,197903,23,NORTH CAROLINA,Tornado,0
469,197906,16,MINNESOTA,Tornado,0
471,197906,16,MINNESOTA,Tornado,0
487,197908,21,NORTH CAROLINA,Tornado,0
506,197909,5,PENNSYLVANIA,Tornado,0
507,197909,5,PENNSYLVANIA,Tornado,0
509,197910,3,PENNSYLVANIA,Tornado,0
510,197910,3,PENNSYLVANIA,Tornado,0
511,197908,8,OHIO,Tornado,0
537,197905,2,OKLAHOMA,Tornado,0
545,197905,9,OKLAHOMA,Tornado,0
572,197907,30,OHIO,Tornado,0
588,197906,19,NEBRASKA,Tornado,0
620,197905,23,MARYLAND,Tornado,0
640,197907,22,MONTANA,Tornado,0
648,197904,2,MISSISSIPPI,Tornado,0
705,197909,5,MARYLAND,Tornado,0
706,197909,5,MARYLAND,Tornado,0
710,197907,29,MINNESOTA,Tornado,0
725,197903,2,ALABAMA,Tornado,0
729,197907,3,MINNESOTA,Tornado,0
730,197907,5,MINNESOTA,Tornado,0
745,197907,29,COLORADO,Tornado,0
746,197907,29,COLORADO,Tornado,0
760,197906,18,NEBRASKA,Tornado,0
761,197904,6,NEW YORK,Tornado,0
771,197907,7,NEBRASKA,Tornado,0
772,197907,7,NEBRASKA,Tornado,0
774,197907,7,NEBRASKA,Tornado,0
775,197907,7,NEBRASKA,Tornado,0
776,197907,7,NEBRASKA,Tornado,0
786,197906,19,NEBRASKA,Tornado,0
810,197904,12,MICHIGAN,Tornado,0
811,197904,12,MICHIGAN,Tornado,0
820,197906,7,MICHIGAN,Tornado,0
821,197906,7,MICHIGAN,Tornado,0
823,197906,28,ARKANSAS,Tornado,0
824,197906,28,ARKANSAS,Tornado,0
832,197907,9,ARKANSAS,Tornado,0
837,197908,20,ARKANSAS,Tornado,0
841,197904,19,NEBRASKA,Tornado,0
842,197904,19,NEBRASKA,Tornado,0
891,197906,19,NEBRASKA,Tornado,0
909,197907,25,COLORADO,Tornado,0
913,197907,27,COLORADO,Tornado,0
926,197904,1,OKLAHOMA,Tornado,0
930,197910,5,PENNSYLVANIA,Tornado,0
931,197910,5,PENNSYLVANIA,Tornado,0
932,197910,5,PENNSYLVANIA,Tornado,0
933,197910,5,PENNSYLVANIA,Tornado,0
938,197911,26,PENNSYLVANIA,Tornado,0
939,197911,26,PENNSYLVANIA,Tornado,0
943,197911,26,PENNSYLVANIA,Tornado,0
954,197903,18,OKLAHOMA,Tornado,0
956,197903,18,OKLAHOMA,Tornado,0
957,197903,18,OKLAHOMA,Tornado,0
959,197903,19,OKLAHOMA,Tornado,0
962,197903,29,OKLAHOMA,Tornado,0
986,197904,11,OKLAHOMA,Tornado,0
987,197904,11,OKLAHOMA,Tornado,0
989,197904,11,OKLAHOMA,Tornado,0
993,197904,11,OKLAHOMA,Tornado,0
1038,197909,20,MISSISSIPPI,Tornado,0
1054,197906,19,SOUTH DAKOTA,Tornado,0
1055,197906,19,SOUTH DAKOTA,Tornado,0
